courseCode,academicUnits,title,description
MH1201,4,Linear Algebra II,"Further topics in linear algebra. Topics include: linear transformations, kernels and images; inner products, inner product spaces, orthonormal sets, and the Gram-Schmidt process; eigenvectors and eigenvalues; matrix diagonalization and its applications; symmetric and Hermitian matrices; quandratic forms and bilinear forms; Jordan normal form and other canonical forms."
MH1301,4,Discrete Mathematics,"Introduction to discrete mathematics, including: basics of counting; the inclusion-exclusion principle; the pigeonhole principle; permutations and combinations; the binomial theorem; recurrence relations and linear recurrence relations; graph concepts such as Shortest-, Euler-, Hamilton-Paths and Cycles, coloring, planarity, weighted graphs, and directed graphs."
PS0002,3,Introduction to Data Science and Artificial Intelligence,"This course aims to provide students with an understanding of basic techniques for data analysis, machine learning and dimension reduction for big data and expose them to hands-on computational tools that are fundamental for data science. Besides supervised and unsupervised learning, another fundamental technology of Artificial Intelligence - reinforcement learning will also be introduced, including Markov decision process and Q-learning. It will also show students how they could apply various methods to data examples and case studies from both research and industrial sources in the Singapore context."
MH4900,8,Final Year Project,"Semester-long research course on an advanced topic, under the supervision of a faculty member, leading to a research thesis. Must be taken over two consecutive semesters."
MH2220,3,Algebra I,This MAS course aims to introduce group theory that is essential for more advanced algebra courses and applications. The axiomatic concepts serve as a language to study concrete examples in broader sense and helps in developing logical thinking.
MH3100,4,Real Analysis,"Basic properties of real numbers, supremum and infimum, completeness axiom, open and closed sets, compact sets, countable sets. Limits and convergence of sequences, subsequences, Bolzano-Weierstrass theorem, Cauchy sequences, infinite series, double summations, products of infinite series. Limits of functions, continuity, uniform continuity, intermediate value theorem, extreme-value theorem. Differentiability, derivatives, intermediate value property, Cauchy mean value theorem, Taylor's theorem, Lagrange's form of the remainder. Sequence and series of functions, uniform convergence and differentiation. Power series, radius of convergence, local uniform convergence of power series."
MH3101,4,Complex Analysis,"Introduction to complex analysis. Topics include: analytic functions of one complex variable, the Cauchy-Riemann equations; contour integrals, Cauchy's theorem and Cauchy's integral formula, maximum modulus theorem, Liouville's theorem, fundamental theorem of algrebra, Morera's theorem; Taylor series, Laurent series, and singularities of analytic functions; the residue theorem and the calculus of residues; Fourier transforms, inversion formula, convolution, and Parseval's formula."
MH3220,4,Algebra II,This MAS course aims to introduce ring theory that is essential for more advanced algebra courses and applications. The axiomatic concepts serve as a language to study concrete examples in broader sense and helps in developing logical thinking.
MH3210,4,Number Theory,"Introduction to basic number theory, including modern applications. Topics include: modular arithmetic; the Chinese remainder theorem, Fermat's little theorem, and Wilson's theorem; number-theoretic functions such as the τ, σ, Euler's φ-function; the Möbius inversion formula; applications to cryptography; primitive roots and indices; Legendre's symbols; the quadratic reciprocity law; continued fractions and Pell's equations; primality tests, factorization of integers, and the RSA cryptosystem."
MH3300,4,Graph Theory,"Topics in graph theory, including: connectivity and matchings, Hall's theorem, Menger's theorem, network flows; paths and cycles, complete subgraphs and Turán's theorem, and the Erdös-Stone theorem; graph colouring and the four-colour theorem; Ramsey theory; probabilistic methods in graph theory; and the use of software to solve graph-theoretic problems."
MH3320,4,Dynamical System Theory with Chaos and Fractals,"Basic concepts of determinism and randomness in the physical world. Topics include dynamical system theory, and the computational and analytical methods for studying chaotic and nonlinear systems."
MH3400,4,Algorithms for the Real World,"Applications of algorithms. Topics include: mathematical concepts for analysis of algorithms; fundamental algorithm design techniques, with applications to various problems: network algorithms, matrix algorithms, optimization algorithms, and algorithms for data analysis and machine learning; and applications to problems in combinatorial optimization, networks, operations research, data analysis and machine learning."
MH3401,3,Signal and Noise in Biology,Introduction of quantitative biology using a diverse range of phenomena related to signal and noise in biological systems as examples. Students will learn some basic yet essential mathematical techniques and discover how these tools further our understanding of biology and biophysics. 
MH3512,4,Stochastic Processes,"Introduction to the theory of stochastic processes, including: gambling problems; random walks; discrete-time Markov chains; first step analysis (hitting probabilities and mean hitting times); classification of states; branching processes; and continuous-time Markov chains."
MH3520,4,Mathematics of Deep Learning,"This course investigates deep learning from the perspectives of several mathematical theories: numerical optimisation, statistical learning, function approximation, and coding theory. The aim is to shed some light on why and under what circumstances deep learning can be expected to work well - or not."
MH3600,4,Topology and Manifolds,"Introduction to topology and calculus on manifolds. The tools introduced in this course are the natural framework for the generalization of the ideas learnt in Calculus I, II, and III to infinite-dimensional and non-Euclidean spaces. These methods open the door to other fields in mathematics like algebraic topology, functional analysis, differential/Riemannian/symplectic/Poisson geometry, and Lie theory. They also have applications in the physical sciences and engineering, including dynamical systems, mechanics, symmetry analysis, and control theory.

The aim of this course is to enable you to formulate and solve mathematical problems using the ideas and the formalism coming from topology and global analysis."
MH3700,3,Numerical Analysis I ,Introduction to the theory and applications of numerical approximation techniques. Topics include: commonly used numerical algorithms; computational errors; numerical methods for solving systems of linear equations; iterative methods for systems of linear equations; polynomial interpolation; numerical integration; and numerical solutions of nonlinear equations.
MH4100,4,Real Analysis II,"Basic topology on the real line and extended real line; measurable sets and measurable functions; Lebesgue integration; differentiation, bounded variation, absolute continuity, and convex functions; classical Banach spaces."
MH4110,4,Partial Differential Equations,"Advanced course on partial differential equations. Topics include: first-order equations, quasi-linear equations, general first-order equation for a function of two variables, Cauchy problem; wave equation, wave equation in two independent variables, Cauchy problem for hyperbolic equations in two independent variables; the heat equation, the weak maximum principle for parabolic equations, Cauchy problem for heat equation, regularity of solutions to heat equation; the Laplace equation, Green's formulas, harmonic functions, maximum principle for Laplace equation, Dirichlet problem, Green's function and Poisson's formula."
MH4200,4,Abstract Algebra II,"Unique factorization domains, Euclidean domains, principal ideal domains; modules, submodules, homomorphisms, quotient modules, modules over principal ideal domains; field extensions, automorphisms of fields, spilitting fields, normal and separable extensions; Galois extensions, Galois groups, Galois correspondence, and finite fields."
MH4300,4,Combinatorics,"Recursions and generating functions; partitions and tableaux; designs, Latin squares, combinatorial designs and projective geometries; extremal combinatorics, asymptotic analysis."
MH4301,4,Set Theory and Logic,"Partially-ordered sets, well-orderings and order-types, induction and recursion on ordinals, ordinal arithmetic, cardinals, cardinal arithmetic; the axiom of choice and its equivalences; axiom of determinacy; propositional calculus, truth tables, validity and contradictions; predicate calculus with equality, completeness and compactness theorems; the Löwenheim-Skolem theorem."
MH4302,4,Theory of Computing,"Models of computation and finitary representations. Topics include: formal languages and Chomsky's grammars; finite automata, regular expressions, regular grammars, and their equivalence; properties of regular languages: pumping lemma for regular languages and its applications; pushdown automata, context free languages and context free grammars; properties of context free languages: pumping lemma for context free languages; Turing machines: definition and construction for simple problems; the Church-Turing thesis and computability; uncountable numbers and the diagonalization argument; computably enumerable sets and Post’s problem; nondeterministic Turing machines and the classes P and NP; polynomial-time reductions and Cook’s Theorem; sSatisfiability and other NP-complete problems;and Co-NP space."
MH4310,4,Coding Theory,"The definition of a linear code, its dimension and its length; generator matrix, parity check matrix and dual code; Hamming distance/weight; Hamming codes; perfect codes; Golay codes; maximum distance separable (MDS) codes; Reed-Mueller codes; BCH codes; Reed-Solomon codes; and bounds on code parameters."
MH4311 ,4,Cryptography,"Classical ciphers, cryptanalysis, linear complexity; the Data Encryption Standard (DES); the RSA cryptosystem, primality testing and factorization of integers; discrete logarithms; signatures; the Digital Signature Standard."
MH4312,4,Topics in Mathematics of Information and Communication,"Introduction to specialized advanced topics related to information theory, coding theory and cryptography. The choice of the topic depends on the instructor."
MH4320,4,Computational Economics,"Topics included: strategic-form games and domination, Nash Equilibria and mixed strategies, evolutionary game theory, maxmin strategies, zero-sum games, extensive-form games, Zermelo's theorem, subgame-perfect equilibrium, games of incomplete information, single-item auctions, single-parameter environment, Myerson's lemma, VCG mechanisms and combinatorial auctions and revenue equivalence."
MH4510,4,Statistical Learning and Data Mining,"Introduction to data analytics; optimal decision rules; K-nearest neighbors methods; linear models for regression; generalized linear models for classification; cross-validation and bootstrap methods; subset selection, ridge regression and lasso; artificial neural networks; classification and regression trees; ensemble methods; support vector machines; association analysis."
MH4512,4,Clinical Trials,"Introduction to the design and analysis of clinical trials, with emphasis on the statistical aspects. Topics include: phases of clinical trials; objectives and endpoints, the study cohort, controls, randomization and blinding, sample size determination, treatment allocation; monitoring trial progress: compliance effects, ethical issues, quality of life assessment; data analysis involving multiple treatment groups and endpoints, stratification and subgroup analysis, intent to treat analysis, analysis of compliance data, surrogate endpoints, multi-centre trials; good practice versus misconduct."
MH4514,4,Financial Mathematics,"Discrete-Time martingales; assets, portfolios, and arbitrage; discrete-time models; pricing in discrete time; hedging in discrete time; Brownian motion; stochastic calculus; the Black-Scholes equation; Martingale approach to pricing and hedging; estimation of volatility; basic numerical methods."
MH4519,4,Financial Econometrics,"Introduction to financial econometrics, which refers to the application of statistical tools in finance. Students will learn various econometric methods used in analysing and modelling financial data."
MH4521,4,Reinforcement Learning,Multi-armed bandits: theory and practice; Markov decision processes (MDPs); Fundamental Theorem of MDPs; Temporal-Difference methods; Policy gradient methods; Model-based reinforcement learning.
MH4522,4,Spatial Data Science,"This course addresses current needs for the statistical modelling of random patterns and structures in spatial contexts, which arise in multiple fields ranging from geophysical, life and earth sciences, to communication engineering and social network analysis. The course approach relies on computational and statistical tools from stochastic geometry, which is the study of random sets and structures in one or higher dimensions."
MH4600,4,Algebraic Topology,Advanced course in algebraic topology. Topics covered include: point-set topology; homotopy; CW- or simplicial complexes; fundamental group; and homology groups.
MH4601,4,Differential Geometry,Advanced course in differential geometry. Topics include: curves; surfaces and curvature; manifolds; differential forms.
MH4700,4,Numerical Analysis II,"Finite difference formulae, consistency of difference schemes, finite difference methods for ordinary differential equations; classification of second-order partial differential equations, first and second order characteristics; matrix method and von Neumann method for stability analysis, Lax's equivalence theorem for convergence, method of characteristics; application to heat equation, wave equation and Poisson's equation."
MH4701,4,Mathematical Programming,"One-dimensional optimization: sectioning methods, Newton’s method; unconstrained optimization: optimality conditions, steepest descent method, Newton descent method; set-constrained optimization: optimality conditions, conditional gradient method; constrained optimization: Lagrange multiplier theory, Karush-Kuhn-Tucker theory, augmented Lagrangian method, and barrier method."
MH4702,4,Probabilistic Methods in OR,"Introduction to probabilistic methods used in operations research and statistics. Topics include: basic models of queueing, performance analysis, simulation of queueing systems; stochastic programming, modeling and algorithms for stochastic optimization, Markov decision process, and stochastic approximation."
MH4710,4,Topics in Scientific Computing,Specialized advanced topics in scientific computation and continuous applied mathematics. The choice of the topic depends on the instructor.
PS0001,3,Introduction to Computational Thinking  ,This course aims to take students from having no prior experience of thinking in a computational manner to a point where they can derive simple algorithms and code the programs to solve some basic problems in mathematics and science in general. It will include topics to appreciate the internal operations of a processor and raise awareness of the socio-ethical issues arising from the pervasiveness of computing technology.
